biomarker_id	biomarker	assessed_biomarker_entity	assessed_biomarker_entity_id	assessed_entity_type	condition	condition_id	exposure_agent	exposure_agent_id	best_biomarker_role	specimen	specimen_id	loinc_code	evidence_source	evidence	tag
AN6431-1	increased CD40LG level	CD40 ligand	UPKB:P29965	protein	lung cancer	DOID:1324			prognostic	blood	UBERON:0000178		Pubmed:14760083	Patients with lung cancer had median sCD40L levels higher than in control subjects (0.46 versus 0.13 ng/ml; P < 0.0001), although correlation with the stage of disease was not evident. Nonetheless, sCD40L levels were significantly higher in squamous cancer compared with adenocarcinoma (0.75 versus 0.27 ng/ml; P < 0.05). Moreover, median sCD40L levels were higher in stage IV compared with nonmetastatic squamous lung cancer (1.02 versus 0.61 ng/ml; P < 0.05). sCD40L levels significantly correlated with sP-selectin (P < 0.001), prothrombin fragment 1 + 2 (P < 0.001), or thrombin-antithrombin III complex (P < 0.05) in squamous lung cancer, but only sP-selectin (P = 0.011) was independently related to sCD40L.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6431-2	increased CD40LG level	CD40 ligand	UPKB:P29965	protein	pancreatic cancer	DOID:1793			prognostic	blood	UBERON:0000178		Pubmed:24745825	Serum sCD40L levels were significantly higher in PDAC group compared with non-cancer groups in both training (p < 0.05) and validation (p < 0.05 datasets. Kaplan-Meier survival analysis demonstrated patients with high-serum sCD40L (> 35,000 ng/ml) had a poorer prognosis than those with low serum sCD40L (log-rank, p = 0.015). Serum sCD40L is correlated with immunosuppression and angiogenesis in PDAC carcinogenesis/progression, and is a promising diagnostic and prognostic biomarker for PDAC superior to CA19-9 and CEA.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6431-3	increased CD40LG level	CD40 ligand	UPKB:P29965	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		Pubmed:32619411	We also show that critical illness is associated with further elevations in VWF, as well as increases in soluble P-selectin and sCD40L when compared with controls. Together, these results provide biochemical evidence that endotheliopathy and platelet activation are ubiquitous in COVID-19-associated coagulopathy and might play key roles in the progression of disease.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6431-3	increased CD40LG level	CD40 ligand	UPKB:P29965	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		Pubmed:32757722	Biomarkers of platelet activity and vascular health are significantly associated with the composite outcome of thrombosis or death in hospitalized patients with COVID-19. P-selectin and sCD40L contribute to thrombosis by supporting platelet-myeloid heteroaggregate formation and thrombi stability by interaction with PSGL-1 and alpha IIb beta3, respectively.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6432-1	increased THBD level	Thrombomodulin	UPKB:P07204	protein	liver cancer	DOID:3571			prognostic	blood	UBERON:0000178		Pubmed:11570577	The preoperative plasma TM level of patients with HCC (10.2+/-5.7 ng/ml) was significantly higher than that of those patients with benign liver-occupying lesion (6.1+/-2.2 ng/ml) and that of normal controls (5.7+/-1.0 ng/ml), respectively (P<0.05). Plasma TM increases in patients with HCC and can be a biomarker of the formation of PVTT.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6433-1	decreased THBD level	Thrombomodulin	NCBI: 7056	gene	ovarian cancer	DOID:2394			prognostic	blood	UBERON:0000178		Pubmed:23918310	The migratory ability of ovarian cancer cells was enhanced dramatically after TM silencing. TM overexpression in ovarian cells suppressed the proliferation and migration capability. Furthermore, we found that skov-3 cells treated with TM shRNA expressed high levels of fibronectin and vimentin and that the expression of these markers correlated positively with their migratory ability. Our results demonstrate that TM expression may regulate cell growth and migration in ovarian cancer cells. This finding suggests that TM may be a novel prognostic and therapeutic target for ovarian cancer.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6432-2	increased THBD level	Thrombomodulin	UPKB:P07204	protein	COVID-19	DOID:0080600			diagnostic	blood	UBERON:0000178		Pubmed:32619411	In all patients, soluble thrombomodulin concentrations greater than 3.26 ng/mL were associated with lower rates of hospital discharge (22 [88%] of 25 patients with low concentrations vs 13 [52%] of 25 patients with high concentrations; p=0.0050) and lower likelihood of survival on Kaplan-Meier analysis (hazard ratio 5.9, 95% CI 1.9-18.4; p=0.0087).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6434-1	increased EDN1 level	Endothelin-1	UPKB:P05305	protein	head and neck cancer	DOID:11934			diagnostic	blood	UBERON:0000178		Pubmed:26537720	Serum big ET-1 levels may be useful as a diagnostic tool in OSCC and as an adjunct to OSCC staging. By comparing the mean of the big ET-1 concentrations of cases and controls, the independent t-test revealed significant higher big ET-1 concentration of OSCC cases when compared to controls (p<0.0001).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6380-2	increased CFDNA level	Cell-free DNA	NCIt:C128274	DNA	skin cancer	DOID:4159			prognostic	blood	UBERON:0000178	75605-6	Pubmed:29175734	Baseline cfDNA concentration correlated with pre-treatment tumour burden (p = 0.52, P < 0.001). Baseline cfDNA levels correlated significantly with hazard of death and overall survival, and a cut off value of 89 pg/ul identified two distinct prognostic groups (HR = 2.22 for high cfDNA, P = 0.004). Patients with cfDNA 89 pg/ul had shorter OS (10.0 versus 22.7 months, P = 0.009; HR = 2.22 for high cfDNA, P = 0.004) In addition, the ratio between baseline cfDNA and tumour burden was prognostic (HR = 2.7 for cfDNA/tumour volume 8 pg/(l*cm3), P = 0.024). Plasma cfDNA level correlates to tumour volume and is a surrogate biomarker for tumour burden and a prognostic marker for survival in metastatic melanoma patients.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6380-3	increased CFDNA level	Cell-free DNA	NCIt:C128274	DNA	COVID-19	DOID:0080600			diagnostic	blood	UBERON:0000178		Pubmed:32329756	Cell-free DNA strongly correlated with absolute neutrophil count. In summary, these data reveal high levels of NETs in many patients with COVID-19, where they may contribute to cytokine release and respiratory failure.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6435-1	increased OXLDL level	Oxidized low-density lipoprotein antibody	NCIt:C204113	lipoprotein	colorectal cancer	DOID:9256			risk	blood	UBERON:0000178	54238-1	Pubmed:15533907	Higher levels of serum oxLDL may increase risk of colorectal cancer. Cases included both colon and rectal cancers. Risk for colon cancer only was increased with high serum oxLDL levels after adjusting for gender, age, study area, and potential confounders.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6436-1	increased OXLDL level	Oxidized low-density lipoprotein	CHEBI:39026	lipoprotein	colorectal cancer	DOID:9256			risk	blood	UBERON:0000178	54238-1	Pubmed:15533907	Higher levels of serum oxLDL may increase risk of colorectal cancer. Cases included both colon and rectal cancers. Risk for colon cancer only was increased with high serum oxLDL levels after adjusting for gender, age, study area, and potential confounders.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6437-1	increased NPPB level	N-terminal pro-brain natriuretic peptide	UPKB:P16860	protein	lung cancer	DOID:1324			risk	blood	UBERON:0000178	71425-3	Pubmed:20837460	Among 35 patients with lung cancer, 26 (74%) had elevated NT-proBNP (>/= 125 pg/mL), versus 9 (26%) with NT-proBNP < 125 pg/mL (P < .0001). By multivariate analysis, the presence of lung cancer was an independent risk factor for a level of NT-proBNP >/= 125 pg/mL (odds ratio, 7; 95% CI, 2.9-17; P < .0001). In our study, patients with lung cancer were 7 times more likely to have elevated NT-proBNP (>/= 125 pg/mL).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6437-2	increased NPPB level	N-terminal pro-brain natriuretic peptide	UPKB:P16860	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	71425-3	Pubmed:32434874	This meta-analysis showed elevated NT-proBNP level was associated with increased mortality in COVID-19 pneumonia.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6438-1	increased RDW	Coefficient of RBC distribution width	NCIt:C64800	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		Pubmed:32296824	We found that old age, and higher serum lactate dehydrogenase, C-reactive protein, the coefficient of variation of red blood cell distribution width, blood urea nitrogen, direct bilirubin, lower albumin, are associated with severe COVID-19.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6439-1	increased MMP8 level	Matrix metalloproteinase-8	UPKB:P22894	protein	COVID-19	DOID:0080600			diagnostic	saliva	UBERON:0001836		Pubmed:33254580	Periodontitis could be associated with severe COVID-19 infections. According to several studies, the excessive elevation and activation of MMP-8 (aMMP-8) is linked to the progression of periodontitis, which is also reflected in oral fluids.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6439-2	increased MMP8 level	Matrix metalloproteinase-8	UPKB:P22894	protein	colorectal cancer	DOID:9256			prognostic	blood	UBERON:0000178		Pubmed:29808017	The patients with high-serum MMP-8 levels (>100 ng/mL) had poor cancer-specific survival, independent of tumour stage, grade, lymphatic invasion, patient age, BRAF VE1 immunohistochemistry, mismatch repair deficiency, Immunoscore and mGPS. High-serum MMP-8 levels are associated with systemic inflammation and adverse outcome in CRC.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6440-1	increased TGFBI level	Transforming growth factor-beta-induced protein	UPKB:Q15582	protein	COVID-19	DOID:0080600			diagnostic	blood	UBERON:0000178		Pubmed:32937590	We report a highly reliable severity diagnostic biomarker, acetylated 676th lysine transforming growth factor-beta-induced protein (TGFBIp K676Ac). TGFBIp K676Ac was consistently elevated in the blood of patients with SARS-CoV-2 pneumonia (n = 113), especially in patients in the intensive care unit (ICU) compared to non-ICU patients.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6441-1	increased TNNT2 level	High-sensitivity troponin-T	UPKB:P45379	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	89575-5	Pubmed:33003961	In patients hospitalized with COVID-19, hs-TnT identifies patients at high risk for adverse in-hospital events, and trends of hs-TnT over time, particularly during the first day, provide additional prognostic information.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6442-1	increased LGALS3 level	Galectin-3	UPKB:P17931	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		Pubmed:32973815	GAL3 could be a good prognostic marker for severe COVID-19 and that elevated plasma levels of GAL3 can participate in triggering the cytokine storm observed in severe COVID-19 patients.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6443-1	Increased VIM level	Vimentin	UPKB:P08670	protein	colorectal cancer	DOID:9256			prognostic	colon	UBERON:0001155		Pubmed:28085015	High expression of tumoral gal-3 was associated with tumor size, poor differentiation and negatively related to low E-cadherin expression. Multivariate analysis revealed that tumoral gal-3 expression was the only independent predictor of both tumor recurrence and overall survival after resection.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6444-1	Decreased CDH1 level	E-cadherin	UPKB: P12830	protein	colorectal cancer	DOID:9256			prognostic	colon	UBERON:0001155		Pubmed:28085015	High expression of tumoral gal-3 was associated with tumor size, poor differentiation and negatively related to low E-cadherin expression. Multivariate analysis revealed that tumoral gal-3 expression was the only independent predictor of both tumor recurrence and overall survival after resection.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6442-2	increased LGALS3 level	Galectin-3	UPKB:P17931	protein	colorectal cancer	DOID:9256			prognostic	colon	UBERON:0001155		Pubmed:28085015	High expression of tumoral gal-3 was associated with tumor size, poor differentiation and negatively related to low E-cadherin expression. Multivariate analysis revealed that tumoral gal-3 expression was the only independent predictor of both tumor recurrence and overall survival after resection.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6442-3	increased LGALS3 level	Galectin-3	UPKB:P17931	protein	diabetes mellitus	DOID:9351			diagnostic	blood	UBERON:0000178		Pubmed:25501605	Gal-3 is a promising biomarker for detecting prediabetes and diabetes. Sixty-one patients had prediabetes (Group 1), 57 had diabetes (Group 2), and 56 had neither diabetes nor prediabetes (Group 3) Gal-3 levels were higher in Group 2 than in Groups 1 and 3. [1,053.9 (358.1) and 744.1 (119.3) vs. 481.7 (175.4) pg/mL; P < 0.001.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6445-1	increased S100A9 level	Protein S100A9	UPKB:P06702	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		Pubmed:32989935	Among the most highly increased inflammatory mediators in severe/critically ill patients, S100A9, an alarmin and TLR4 ligand, was found as a noteworthy biomarker, because it inversely correlated with the serum albumin levels.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6446-1	increased S100A8 level	Protein S100A8	UPKB:P05109	protein	kidney cancer	DOID:263			predictive	blood	UBERON:0000178		Pubmed:25673070	Serum and mRNA expression levels of S100A8 and S100A9 were found to be upregulated in patients with RCC. The overexpression of S100A8 and S100A9 in cancer cells was also confirmed by immunohistochemistry.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6445-2	increased S100A9 level	Protein S100A9	UPKB:P06702	protein	kidney cancer	DOID:263			predictive	blood	UBERON:0000178		Pubmed:25673070	Serum and mRNA expression levels of S100A8 and S100A9 were found to be upregulated in patients with RCC. The overexpression of S100A8 and S100A9 in cancer cells was also confirmed by immunohistochemistry.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
